episode,steps,reward,epsilon,max_q,avg100,lr
2362,679,1400.000,0.050000,25.76382,1555.400,0.00003708
2363,583,1050.000,0.050000,25.85285,1552.200,0.00003705
2364,647,1080.000,0.050000,26.03188,1546.100,0.00003702
2365,775,1390.000,0.050000,24.77801,1543.000,0.00003698
2366,1037,2040.000,0.050000,25.76340,1542.300,0.00003694
2367,647,1340.000,0.050000,25.82764,1542.600,0.00003691
2368,729,1010.000,0.050000,25.94365,1533.500,0.00003687
2369,669,1010.000,0.050000,25.78038,1532.900,0.00003684
2370,829,1110.000,0.050000,25.86536,1530.600,0.00003680
2371,757,1130.000,0.050000,26.07404,1530.600,0.00003677
2372,607,670.000,0.050000,25.88939,1526.000,0.00003674
2373,983,1490.000,0.050000,25.99793,1528.100,0.00003670
2374,737,1480.000,0.050000,25.43309,1528.400,0.00003666
2375,993,4150.000,0.050000,25.93717,1544.900,0.00003662
2376,821,1450.000,0.050000,25.83733,1545.800,0.00003658
2377,847,1030.000,0.050000,26.00411,1542.900,0.00003654
2378,687,1510.000,0.050000,25.88612,1545.700,0.00003651
2379,913,1780.000,0.050000,25.42355,1546.100,0.00003647
2380,1023,1780.000,0.050000,24.96168,1552.800,0.00003642
2381,683,1410.000,0.050000,24.71325,1548.200,0.00003639
2382,707,1780.000,0.050000,25.86468,1552.400,0.00003636
2383,671,1740.000,0.050000,25.69440,1556.700,0.00003633
2384,869,1420.000,0.050000,25.52093,1561.600,0.00003629
2385,459,670.000,0.050000,24.64524,1550.100,0.00003627
2386,1023,1920.000,0.050000,25.82049,1556.600,0.00003622
2387,749,1000.000,0.050000,25.78551,1552.100,0.00003619
2388,583,920.000,0.050000,24.75274,1548.900,0.00003616
2389,1017,1470.000,0.050000,24.88567,1536.100,0.00003611
2390,839,1360.000,0.050000,24.76406,1539.300,0.00003608
2391,579,930.000,0.050000,25.86616,1534.500,0.00003605
2392,625,1140.000,0.050000,25.50873,1526.000,0.00003602
2393,873,1380.000,0.050000,24.69313,1523.300,0.00003598
2394,1033,1210.000,0.050000,25.75668,1517.400,0.00003594
2395,691,1620.000,0.050000,25.64967,1522.000,0.00003591
2396,675,1380.000,0.050000,25.88066,1523.300,0.00003588
2397,603,1020.000,0.050000,25.69665,1515.900,0.00003585
2398,629,1220.000,0.050000,25.83375,1517.600,0.00003582
2399,613,1080.000,0.050000,25.91689,1517.000,0.00003579
2400,659,1790.000,0.050000,25.70005,1518.900,0.00003576
2401,1115,2170.000,0.050000,25.83079,1523.600,0.00003571
2402,761,910.000,0.050000,25.80128,1527.500,0.00003568
2403,655,1670.000,0.050000,25.80707,1504.300,0.00003565
2404,653,2420.000,0.050000,25.46592,1510.300,0.00003562
2405,773,2750.000,0.050000,25.49429,1509.400,0.00003559
2406,755,2580.000,0.050000,25.91488,1521.200,0.00003555
2407,689,2450.000,0.050000,25.84249,1522.100,0.00003552
2408,889,970.000,0.050000,25.89252,1519.600,0.00003548
2409,809,1740.000,0.050000,25.86567,1513.200,0.00003545
2410,723,1310.000,0.050000,24.59258,1509.000,0.00003542
2411,835,1070.000,0.050000,25.33028,1510.000,0.00003538
2412,753,1360.000,0.050000,24.54431,1509.500,0.00003534
2413,675,1190.000,0.050000,25.54651,1501.000,0.00003532
2414,759,4110.000,0.050000,25.77621,1526.600,0.00003528
2415,797,1350.000,0.050000,25.48515,1527.400,0.00003525
2416,883,1760.000,0.050000,25.89475,1532.100,0.00003521
2417,655,1450.000,0.050000,25.98653,1534.400,0.00003518
2418,777,1150.000,0.050000,25.47630,1536.200,0.00003514
2419,781,1290.000,0.050000,25.41525,1530.000,0.00003511
2420,681,840.000,0.050000,25.81368,1518.600,0.00003508
2421,739,1620.000,0.050000,25.64116,1506.400,0.00003505
2422,651,1280.000,0.050000,25.85981,1506.600,0.00003502
2423,915,1530.000,0.050000,25.86858,1492.200,0.00003498
2424,619,910.000,0.050000,25.51641,1489.800,0.00003495
2425,717,1250.000,0.050000,24.51466,1487.000,0.00003492
2426,717,1710.000,0.050000,25.85790,1489.700,0.00003489
2427,797,1870.000,0.050000,25.98788,1494.700,0.00003486
2428,835,2480.000,0.050000,25.87284,1508.700,0.00003482
2429,819,1810.000,0.050000,25.90508,1514.600,0.00003478
2430,829,2150.000,0.050000,25.90601,1519.000,0.00003475
2431,881,1500.000,0.050000,25.51236,1515.900,0.00003471
2432,1027,2770.000,0.050000,26.06136,1532.400,0.00003466
2433,725,1080.000,0.050000,24.69774,1530.600,0.00003463
2434,829,1430.000,0.050000,26.08798,1534.000,0.00003460
2435,983,1540.000,0.050000,26.11473,1536.500,0.00003455
2436,891,2700.000,0.050000,24.61819,1552.200,0.00003452
2437,949,1460.000,0.050000,25.64709,1548.600,0.00003448
2438,1081,1290.000,0.050000,24.82688,1543.800,0.00003443
2439,915,1230.000,0.050000,25.63504,1541.800,0.00003439
2440,631,1200.000,0.050000,24.84617,1544.300,0.00003436
2441,721,1580.000,0.050000,26.22119,1546.300,0.00003433
2442,605,1340.000,0.050000,24.96486,1546.700,0.00003431
2443,1117,2850.000,0.050000,26.09927,1560.200,0.00003426
2444,1097,1640.000,0.050000,25.36804,1547.100,0.00003421
2445,1019,1510.000,0.050000,26.01116,1551.400,0.00003417
2446,1077,2750.000,0.050000,24.95599,1551.800,0.00003412
2447,689,1260.000,0.050000,24.64211,1546.000,0.00003409
2448,721,1110.000,0.050000,25.38400,1540.500,0.00003406
2449,817,1940.000,0.050000,25.75497,1548.400,0.00003403
2450,937,1810.000,0.050000,25.89899,1553.200,0.00003399
2451,693,1060.000,0.050000,24.74309,1554.600,0.00003396
2452,671,1440.000,0.050000,25.99551,1560.400,0.00003393
2453,675,1660.000,0.050000,25.91923,1558.500,0.00003390
2454,829,1240.000,0.050000,25.38591,1558.100,0.00003386
2455,589,1490.000,0.050000,25.87218,1562.600,0.00003384
2456,721,1720.000,0.050000,25.92503,1539.600,0.00003381
2457,1199,1870.000,0.050000,25.96269,1538.900,0.00003376
2458,641,1350.000,0.050000,25.85121,1542.100,0.00003373
2459,977,1690.000,0.050000,24.93300,1550.100,0.00003369
2460,1005,1910.000,0.050000,25.62038,1561.500,0.00003365
2461,657,1710.000,0.050000,25.85985,1566.400,0.00003362
2462,573,550.000,0.050000,25.95036,1557.900,0.00003360
2463,649,870.000,0.050000,26.11234,1556.100,0.00003357
2464,765,1160.000,0.050000,25.92056,1556.900,0.00003354
2465,677,910.000,0.050000,25.96446,1552.100,0.00003351
2466,765,1030.000,0.050000,25.02024,1542.000,0.00003348
2467,679,1020.000,0.050000,24.82180,1538.800,0.00003345
2468,937,940.000,0.050000,24.91591,1538.100,0.00003341
2469,1003,1550.000,0.050000,24.95322,1543.500,0.00003337
2470,1041,1830.000,0.050000,25.17367,1550.700,0.00003332
2471,485,800.000,0.050000,25.08814,1547.400,0.00003330
2472,985,1910.000,0.050000,26.00034,1559.800,0.00003326
2473,669,1330.000,0.050000,25.73547,1558.200,0.00003323
2474,737,1120.000,0.050000,25.38538,1554.600,0.00003320
2475,1133,2280.000,0.050000,25.93371,1535.900,0.00003316
2476,931,1500.000,0.050000,24.97336,1536.400,0.00003312
2477,911,1520.000,0.050000,25.32323,1541.300,0.00003308
2478,731,1090.000,0.050000,25.02695,1537.100,0.00003305
2479,623,1470.000,0.050000,25.09748,1534.000,0.00003303
2480,1105,4420.000,0.050000,25.94926,1560.400,0.00003298
2481,537,870.000,0.050000,24.80140,1555.000,0.00003296
2482,825,1690.000,0.050000,24.81137,1554.100,0.00003292
2483,687,1410.000,0.050000,24.72193,1550.800,0.00003290
2484,1113,1360.000,0.050000,25.88418,1550.200,0.00003285
2485,943,1250.000,0.050000,25.16256,1556.000,0.00003281
2486,783,1180.000,0.050000,25.84245,1548.600,0.00003278
2487,1007,1390.000,0.050000,24.76765,1552.500,0.00003274
2488,667,1130.000,0.050000,25.88734,1554.600,0.00003271
2489,915,1340.000,0.050000,25.93965,1553.300,0.00003267
2490,703,1120.000,0.050000,25.56462,1550.900,0.00003264
2491,655,1250.000,0.050000,25.80854,1554.100,0.00003262
2492,841,1280.000,0.050000,25.80342,1555.500,0.00003258
2493,897,1700.000,0.050000,24.70825,1558.700,0.00003255
2494,557,1070.000,0.050000,25.13701,1557.300,0.00003252
2495,669,1110.000,0.050000,24.79947,1552.200,0.00003250
2496,775,1130.000,0.050000,24.72675,1549.700,0.00003247
2497,777,1090.000,0.050000,25.85400,1550.400,0.00003243
2498,613,1380.000,0.050000,25.96181,1552.000,0.00003241
2499,585,670.000,0.050000,25.05038,1547.900,0.00003239
2500,553,720.000,0.050000,24.53397,1537.200,0.00003236
2501,645,1290.000,0.050000,25.84559,1528.400,0.00003234
2502,1035,1580.000,0.050000,24.74400,1535.100,0.00003229
2503,733,1350.000,0.050000,25.94366,1531.900,0.00003227
2504,631,1590.000,0.050000,25.87297,1523.600,0.00003224
2505,799,2570.000,0.050000,25.98923,1521.800,0.00003221
2506,871,1490.000,0.050000,25.95140,1510.900,0.00003217
2507,815,1450.000,0.050000,25.93580,1500.900,0.00003214
2508,729,1160.000,0.050000,25.78681,1502.800,0.00003211
2509,679,1160.000,0.050000,24.85606,1497.000,0.00003208
2510,1201,1740.000,0.050000,24.52059,1501.300,0.00003204
2511,845,1260.000,0.050000,24.65343,1503.200,0.00003200
2512,683,1200.000,0.050000,25.60605,1501.600,0.00003197
2513,927,2220.000,0.050000,26.00642,1511.900,0.00003194
2514,719,1810.000,0.050000,26.15635,1488.900,0.00003191
2515,829,1710.000,0.050000,26.01138,1492.500,0.00003188
2516,839,1280.000,0.050000,24.78717,1487.700,0.00003184
2517,691,1370.000,0.050000,26.03581,1486.900,0.00003181
2518,707,1260.000,0.050000,25.98462,1488.000,0.00003179
2519,763,2480.000,0.050000,26.06237,1499.900,0.00003176
2520,899,2250.000,0.050000,24.85984,1514.000,0.00003172
2521,931,1710.000,0.050000,25.05044,1514.900,0.00003168
2522,873,1640.000,0.050000,25.35710,1518.500,0.00003165
2523,915,1730.000,0.050000,25.04742,1520.500,0.00003161
2524,813,1180.000,0.050000,25.03714,1523.200,0.00003158
2525,933,2420.000,0.050000,25.95388,1534.900,0.00003154
2526,827,1280.000,0.050000,25.97416,1530.600,0.00003151
2527,875,2020.000,0.050000,25.97372,1532.100,0.00003148
2528,771,1530.000,0.050000,24.85825,1522.600,0.00003145
2529,745,1790.000,0.050000,26.04830,1522.400,0.00003142
2530,809,1990.000,0.050000,24.84611,1520.800,0.00003139
2531,633,1080.000,0.050000,24.63986,1516.600,0.00003136
2532,831,1220.000,0.050000,24.99573,1501.100,0.00003133
2533,853,1290.000,0.050000,24.66261,1503.200,0.00003129
2534,871,1230.000,0.050000,25.27274,1501.200,0.00003126
2535,481,480.000,0.050000,24.62720,1490.600,0.00003124
2536,809,1940.000,0.050000,24.57433,1483.000,0.00003121
2537,827,1690.000,0.050000,24.70025,1485.300,0.00003118
2538,673,1560.000,0.050000,24.77027,1488.000,0.00003115
2539,1009,2400.000,0.050000,24.70371,1499.700,0.00003111
2540,733,1280.000,0.050000,24.70012,1500.500,0.00003108
2541,625,1110.000,0.050000,24.65907,1495.800,0.00003106
2542,851,2450.000,0.050000,24.52926,1506.900,0.00003103
2543,549,810.000,0.050000,24.70707,1486.500,0.00003101
2544,1093,1740.000,0.050000,24.64057,1487.500,0.00003096
2545,843,1230.000,0.050000,24.98934,1484.700,0.00003093
2546,831,2040.000,0.050000,24.81165,1477.600,0.00003090
2547,823,1520.000,0.050000,26.25464,1480.200,0.00003087
2548,639,1140.000,0.050000,24.93993,1480.500,0.00003084
2549,981,1400.000,0.050000,24.89271,1475.100,0.00003080
2550,881,1820.000,0.050000,24.68880,1475.200,0.00003077
2551,571,1020.000,0.050000,24.62590,1474.800,0.00003075
2552,669,1260.000,0.050000,24.89642,1473.000,0.00003072
2553,1001,1040.000,0.050000,25.28687,1466.800,0.00003068
2554,575,1060.000,0.050000,24.87679,1465.000,0.00003066
2555,631,860.000,0.050000,24.89886,1458.700,0.00003064
2556,413,570.000,0.050000,25.15332,1447.200,0.00003062
2557,565,2370.000,0.050000,25.24011,1452.200,0.00003060
2558,507,1000.000,0.050000,25.24847,1448.700,0.00003058
2559,861,1670.000,0.050000,24.91131,1448.500,0.00003055
2560,877,2000.000,0.050000,24.88550,1449.400,0.00003051
2561,507,880.000,0.050000,24.82624,1441.100,0.00003050
2562,715,1860.000,0.050000,24.61928,1454.200,0.00003047
2563,1047,1320.000,0.050000,24.78599,1458.700,0.00003043
2564,745,1690.000,0.050000,24.71952,1464.000,0.00003040
2565,625,780.000,0.050000,24.59811,1462.700,0.00003038
2566,1179,1720.000,0.050000,24.65056,1469.600,0.00003033
2567,829,2300.000,0.050000,25.00068,1482.400,0.00003030
2568,947,1330.000,0.050000,24.70050,1486.300,0.00003026
2569,609,1180.000,0.050000,26.28115,1482.600,0.00003024
2570,553,1050.000,0.050000,24.55497,1474.800,0.00003022
2571,837,1430.000,0.050000,24.36352,1481.100,0.00003019
2572,951,1850.000,0.050000,24.57555,1480.500,0.00003015
2573,1025,2010.000,0.050000,25.19988,1487.300,0.00003011
2574,959,1590.000,0.050000,24.58380,1492.000,0.00003008
2575,845,1290.000,0.050000,24.50570,1482.100,0.00003005
2576,637,1100.000,0.050000,26.21949,1478.100,0.00003002
2577,517,630.000,0.050000,26.14476,1469.200,0.00003000
2578,667,980.000,0.050000,26.16518,1468.100,0.00002998
2579,615,1710.000,0.050000,26.18633,1470.500,0.00002996
2580,491,680.000,0.050000,25.98039,1433.100,0.00002994
2581,539,970.000,0.050000,24.58058,1434.100,0.00002992
2582,725,1060.000,0.050000,24.91287,1427.800,0.00002989
2583,645,1660.000,0.050000,25.88939,1430.300,0.00002987
2584,823,1110.000,0.050000,26.13057,1427.800,0.00002983
2585,601,700.000,0.050000,25.94686,1422.300,0.00002981
2586,611,1510.000,0.050000,25.18948,1425.600,0.00002979
2587,731,1890.000,0.050000,26.10124,1430.600,0.00002976
2588,751,1230.000,0.050000,26.08068,1431.600,0.00002973
2589,649,1240.000,0.050000,26.06858,1430.600,0.00002971
2590,623,880.000,0.050000,26.08170,1428.200,0.00002969
2591,699,1360.000,0.050000,26.13027,1429.300,0.00002966
2592,783,1100.000,0.050000,24.47053,1427.500,0.00002963
2593,913,1400.000,0.050000,24.60814,1424.500,0.00002960
2594,523,1140.000,0.050000,26.33995,1425.200,0.00002958
2595,767,1830.000,0.050000,26.13674,1432.400,0.00002955
2596,783,950.000,0.050000,24.54274,1430.600,0.00002952
2597,805,1840.000,0.050000,25.97907,1438.100,0.00002949
2598,677,1500.000,0.050000,26.13716,1439.300,0.00002947
2599,707,1790.000,0.050000,24.58397,1450.500,0.00002944
2600,619,1120.000,0.050000,24.61862,1454.500,0.00002942
2601,861,1290.000,0.050000,24.59334,1454.500,0.00002939
2602,993,1040.000,0.050000,24.64678,1449.100,0.00002935
2603,763,1000.000,0.050000,24.55867,1445.600,0.00002932
2604,661,1040.000,0.050000,26.18957,1440.100,0.00002930
2605,461,980.000,0.050000,24.55306,1424.200,0.00002928
2606,715,1220.000,0.050000,24.62837,1421.500,0.00002926
2607,733,1740.000,0.050000,24.53611,1424.400,0.00002923
2608,633,1580.000,0.050000,24.66578,1428.600,0.00002921
2609,809,1150.000,0.050000,26.21149,1428.500,0.00002918
2610,639,1160.000,0.050000,26.38248,1422.700,0.00002915
2611,837,1320.000,0.050000,24.63381,1423.300,0.00002912
2612,909,1380.000,0.050000,26.32314,1425.100,0.00002909
2613,747,1080.000,0.050000,26.47026,1413.700,0.00002906
2614,757,1170.000,0.050000,24.69112,1407.300,0.00002903
2615,685,1180.000,0.050000,24.48764,1402.000,0.00002901
2616,655,1090.000,0.050000,26.51008,1400.100,0.00002899
2617,781,1220.000,0.050000,26.57845,1398.600,0.00002896
2618,725,1260.000,0.050000,26.66730,1398.600,0.00002893
2619,935,1700.000,0.050000,26.43564,1390.800,0.00002890
2620,805,1340.000,0.050000,26.43572,1381.700,0.00002887
2621,667,1820.000,0.050000,26.32747,1382.800,0.00002884
2622,547,1150.000,0.050000,26.45461,1377.900,0.00002882
2623,735,1240.000,0.050000,26.47100,1373.000,0.00002880
2624,749,1500.000,0.050000,26.42073,1376.200,0.00002877
2625,915,1510.000,0.050000,26.60242,1367.100,0.00002874
2626,641,1280.000,0.050000,26.69820,1367.100,0.00002872
2627,865,1350.000,0.050000,26.37040,1360.400,0.00002868
2628,609,850.000,0.050000,26.64537,1353.600,0.00002866
2629,759,1020.000,0.050000,26.67468,1345.900,0.00002864
2630,681,1200.000,0.050000,26.87634,1338.000,0.00002861
2631,845,1250.000,0.050000,26.79327,1339.700,0.00002858
2632,1013,1640.000,0.050000,26.19583,1343.900,0.00002854
2633,699,1580.000,0.050000,26.74072,1346.800,0.00002852
2634,961,1170.000,0.050000,26.58607,1346.200,0.00002849
2635,955,1830.000,0.050000,26.85693,1359.700,0.00002845
2636,763,1220.000,0.050000,24.37422,1352.500,0.00002842
2637,855,1320.000,0.050000,24.47017,1348.800,0.00002839
2638,821,1660.000,0.050000,26.71890,1349.800,0.00002836
2639,613,2420.000,0.050000,26.59175,1350.000,0.00002834
2640,733,920.000,0.050000,24.67709,1346.400,0.00002832
2641,933,4560.000,0.050000,26.62770,1380.900,0.00002828
2642,743,2480.000,0.050000,26.44440,1381.200,0.00002826
2643,897,1850.000,0.050000,26.67318,1391.600,0.00002823
2644,657,2600.000,0.050000,26.60749,1400.200,0.00002820
2645,753,2370.000,0.050000,26.68402,1411.600,0.00002818
2646,813,1680.000,0.050000,26.69478,1408.000,0.00002815
2647,1163,2580.000,0.050000,24.51219,1418.600,0.00002811
2648,615,980.000,0.050000,24.32381,1417.000,0.00002809
2649,905,1380.000,0.050000,26.44728,1416.800,0.00002805
2650,627,2380.000,0.050000,26.48870,1422.400,0.00002803
2651,755,1200.000,0.050000,26.81080,1424.200,0.00002800
2652,689,1660.000,0.050000,26.73367,1428.200,0.00002798
2653,727,1750.000,0.050000,26.42333,1435.300,0.00002796
2654,811,1260.000,0.050000,26.96559,1437.300,0.00002793
2655,655,1180.000,0.050000,26.76830,1440.500,0.00002790
2656,775,1330.000,0.050000,26.74438,1448.100,0.00002788
2657,555,910.000,0.050000,26.88203,1433.500,0.00002786
2658,803,1300.000,0.050000,26.79365,1436.500,0.00002783
2659,987,1370.000,0.050000,26.81766,1433.500,0.00002780
2660,703,1290.000,0.050000,26.73890,1426.400,0.00002777
2661,799,1840.000,0.050000,26.84827,1436.000,0.00002774
2662,573,1170.000,0.050000,26.65812,1429.100,0.00002772
2663,959,2930.000,0.050000,26.95476,1445.200,0.00002769
2664,1307,1480.000,0.050000,26.72700,1443.100,0.00002765
2665,623,1280.000,0.050000,26.63115,1448.100,0.00002762
2666,715,1240.000,0.050000,26.73042,1443.300,0.00002760
2667,733,1070.000,0.050000,26.55556,1431.000,0.00002757
2668,703,1380.000,0.050000,26.58007,1431.500,0.00002755
2669,759,1640.000,0.050000,26.44905,1436.100,0.00002752
2670,589,960.000,0.050000,26.63998,1435.200,0.00002750
2671,833,1030.000,0.050000,26.56261,1431.200,0.00002747
2672,657,1500.000,0.050000,26.55900,1427.700,0.00002745
2673,691,1930.000,0.050000,26.54409,1426.900,0.00002743
2674,699,1290.000,0.050000,26.40731,1423.900,0.00002740
2675,909,1680.000,0.050000,26.72112,1427.800,0.00002737
2676,785,1920.000,0.050000,26.48356,1436.000,0.00002735
2677,733,1920.000,0.050000,26.50897,1448.900,0.00002732
2678,625,960.000,0.050000,26.48962,1448.700,0.00002730
2679,759,1200.000,0.050000,26.40162,1443.600,0.00002727
2680,791,1350.000,0.050000,26.34416,1450.300,0.00002725
2681,1021,1200.000,0.050000,26.63760,1452.600,0.00002721
2682,627,1140.000,0.050000,26.64368,1453.400,0.00002719
2683,1019,1600.000,0.050000,26.39755,1452.800,0.00002716
2684,793,1850.000,0.050000,24.76042,1460.200,0.00002713
2685,1117,2220.000,0.050000,26.59446,1475.400,0.00002709
2686,1273,1250.000,0.050000,26.57943,1472.800,0.00002705
2687,907,2800.000,0.050000,26.47993,1481.900,0.00002702
2688,735,1700.000,0.050000,26.50275,1486.600,0.00002699
2689,763,1210.000,0.050000,26.24139,1486.300,0.00002697
2690,679,1540.000,0.050000,26.20159,1492.900,0.00002694
2691,881,2010.000,0.050000,26.23074,1499.400,0.00002691
2692,817,1160.000,0.050000,26.28393,1500.000,0.00002689
2693,639,960.000,0.050000,26.37566,1495.600,0.00002687
2694,681,1100.000,0.050000,26.36042,1495.200,0.00002684
2695,981,1660.000,0.050000,26.34687,1493.500,0.00002681
2696,577,1600.000,0.050000,26.23030,1500.000,0.00002679
2697,837,1670.000,0.050000,26.17705,1498.300,0.00002676
2698,1097,1980.000,0.050000,26.37385,1503.100,0.00002673
2699,891,1420.000,0.050000,26.44874,1499.400,0.00002670
2700,673,1690.000,0.050000,26.41354,1505.100,0.00002667
2701,671,1650.000,0.050000,26.31919,1508.700,0.00002665
2702,801,1540.000,0.050000,26.10983,1513.700,0.00002662
2703,739,1290.000,0.050000,26.25999,1516.600,0.00002660
2704,947,2190.000,0.050000,26.18127,1528.100,0.00002657
2705,807,1770.000,0.050000,26.03321,1536.000,0.00002654
2706,739,1190.000,0.050000,26.14007,1535.700,0.00002652
2707,857,1290.000,0.050000,26.17887,1531.200,0.00002649
2708,513,990.000,0.050000,26.06824,1525.300,0.00002647
2709,801,1590.000,0.050000,25.91862,1529.700,0.00002645
2710,709,1650.000,0.050000,26.14503,1534.600,0.00002642
2711,1031,1320.000,0.050000,25.96756,1534.600,0.00002639
2712,1053,2030.000,0.050000,25.97697,1541.100,0.00002635
2713,935,1910.000,0.050000,26.00209,1549.400,0.00002632
2714,831,1650.000,0.050000,26.27018,1554.200,0.00002630
2715,609,800.000,0.050000,26.09789,1550.400,0.00002628
2716,827,1600.000,0.050000,26.13342,1555.500,0.00002625
2717,731,1660.000,0.050000,26.08035,1559.900,0.00002622
2718,715,2720.000,0.050000,26.04905,1574.500,0.00002620
2719,925,1290.000,0.050000,26.15053,1570.400,0.00002617
2720,1115,2580.000,0.050000,26.31999,1582.800,0.00002613
2721,893,2080.000,0.050000,26.16142,1585.400,0.00002610
2722,625,1150.000,0.050000,26.06660,1585.400,0.00002608
2723,625,1610.000,0.050000,26.15741,1589.100,0.00002606
2724,943,1180.000,0.050000,26.10296,1585.900,0.00002603
2725,1183,2130.000,0.050000,26.09045,1592.100,0.00002600
2726,655,1110.000,0.050000,25.97466,1590.400,0.00002597
2727,1013,2950.000,0.050000,26.04100,1606.400,0.00002594
2728,873,2030.000,0.050000,26.09023,1618.200,0.00002591
2729,845,2920.000,0.050000,26.10321,1637.200,0.00002589
2730,791,1560.000,0.050000,25.95193,1640.800,0.00002586
2731,703,1190.000,0.050000,25.99972,1640.200,0.00002584
2732,861,2130.000,0.050000,25.88039,1645.100,0.00002581
2733,729,1810.000,0.050000,26.13078,1647.400,0.00002579
2734,845,1710.000,0.050000,26.19885,1652.800,0.00002576
2735,805,1950.000,0.050000,26.03854,1654.000,0.00002573
2736,929,1410.000,0.050000,26.03679,1655.900,0.00002570
2737,851,1110.000,0.050000,25.85062,1653.800,0.00002568
2738,431,530.000,0.050000,26.10232,1642.500,0.00002566
2739,797,2680.000,0.050000,26.32663,1645.100,0.00002564
2740,799,1280.000,0.050000,26.22850,1648.700,0.00002561
2741,1033,1770.000,0.050000,26.24602,1620.800,0.00002558
2742,875,2510.000,0.050000,26.23622,1621.100,0.00002555
2743,763,1190.000,0.050000,26.12869,1614.500,0.00002553
2744,787,1280.000,0.050000,24.74327,1601.300,0.00002550
2745,713,2490.000,0.050000,26.19120,1602.500,0.00002548
2746,941,2680.000,0.050000,26.09853,1612.500,0.00002545
2747,909,1800.000,0.050000,26.21716,1604.700,0.00002542
2748,709,1810.000,0.050000,26.24213,1613.000,0.00002540
2749,621,1160.000,0.050000,26.30027,1610.800,0.00002538
2750,957,2020.000,0.050000,26.19394,1607.200,0.00002535
2751,619,970.000,0.050000,26.25922,1604.900,0.00002533
2752,725,1460.000,0.050000,26.17353,1602.900,0.00002530
2753,509,910.000,0.050000,26.39781,1594.500,0.00002529
2754,673,1230.000,0.050000,24.66231,1594.200,0.00002527
2755,833,1930.000,0.050000,26.43770,1601.700,0.00002524
2756,923,1970.000,0.050000,26.25189,1608.100,0.00002521
2757,647,1600.000,0.050000,26.25772,1615.000,0.00002519
2758,937,2640.000,0.050000,26.27719,1628.400,0.00002516
2759,659,1070.000,0.050000,26.30113,1625.400,0.00002514
2760,611,820.000,0.050000,26.22656,1620.700,0.00002512
2761,885,1780.000,0.050000,26.27883,1620.100,0.00002509
2762,533,1180.000,0.050000,26.39301,1620.200,0.00002508
2763,777,1060.000,0.050000,26.41066,1601.500,0.00002505
2764,829,1890.000,0.050000,26.31363,1605.600,0.00002503
2765,957,1960.000,0.050000,26.32303,1612.400,0.00002500
2766,809,1380.000,0.050000,26.35475,1613.800,0.00002497
2767,475,650.000,0.050000,26.35326,1609.600,0.00002496
2768,721,1600.000,0.050000,26.35593,1611.800,0.00002493
2769,1253,2250.000,0.050000,26.30419,1617.900,0.00002489
2770,693,1900.000,0.050000,26.37042,1627.300,0.00002487
2771,885,1460.000,0.050000,25.87295,1631.600,0.00002485
2772,877,1980.000,0.050000,26.28057,1636.400,0.00002482
2773,1055,1310.000,0.050000,26.32134,1630.200,0.00002479
2774,1015,1290.000,0.050000,26.23733,1630.200,0.00002475
2775,715,1410.000,0.050000,26.28820,1627.500,0.00002473
2776,735,1750.000,0.050000,26.31534,1625.800,0.00002471
2777,849,2100.000,0.050000,26.26982,1627.600,0.00002468
2778,743,2640.000,0.050000,26.27720,1644.400,0.00002466
2779,665,870.000,0.050000,26.16906,1641.100,0.00002464
2780,737,1250.000,0.050000,26.35010,1640.100,0.00002462
2781,751,1750.000,0.050000,26.36701,1645.600,0.00002459
2782,703,1390.000,0.050000,26.37059,1648.100,0.00002457
2783,811,2390.000,0.050000,26.33187,1656.000,0.00002455
2784,725,1740.000,0.050000,26.27677,1654.900,0.00002453
2785,663,2390.000,0.050000,26.25961,1656.600,0.00002450
2786,653,1690.000,0.050000,26.22459,1661.000,0.00002448
2787,561,910.000,0.050000,26.26454,1642.100,0.00002447
2788,801,1770.000,0.050000,26.15987,1642.800,0.00002444
2789,821,1290.000,0.050000,26.27853,1643.600,0.00002442
2790,705,1100.000,0.050000,26.48277,1639.200,0.00002440
2791,857,1280.000,0.050000,26.47762,1631.900,0.00002437
2792,707,1070.000,0.050000,26.32551,1631.000,0.00002435
2793,895,2030.000,0.050000,26.41504,1641.700,0.00002432
2794,811,1560.000,0.050000,26.41684,1646.300,0.00002430
2795,749,1610.000,0.050000,26.51560,1645.800,0.00002427
2796,685,1030.000,0.050000,26.54750,1640.100,0.00002425
2797,917,1860.000,0.050000,26.40417,1642.000,0.00002423
2798,801,1500.000,0.050000,26.52074,1637.200,0.00002420
2799,869,2060.000,0.050000,26.48523,1643.600,0.00002418
2800,925,1240.000,0.050000,26.44643,1639.100,0.00002415
2801,691,1420.000,0.050000,26.45206,1636.800,0.00002413
2802,607,870.000,0.050000,26.38390,1630.100,0.00002411
2803,681,1730.000,0.050000,26.47326,1634.500,0.00002409
2804,667,1990.000,0.050000,26.45861,1632.500,0.00002407
2805,729,2680.000,0.050000,26.41999,1641.600,0.00002405
2806,929,2040.000,0.050000,26.55824,1650.100,0.00002402
2807,655,1700.000,0.050000,26.50263,1654.200,0.00002400
2808,691,1010.000,0.050000,26.45479,1654.400,0.00002398
2809,877,1400.000,0.050000,26.51160,1652.500,0.00002395
2810,913,1800.000,0.050000,26.27831,1654.000,0.00002392
2811,705,2580.000,0.050000,26.27980,1666.600,0.00002390
