episode,steps,reward,epsilon,max_q,avg100,lr
1295,711,650.000,0.291866,18.67252,938.700,0.00010095
1296,635,930.000,0.291263,18.86944,935.100,0.00010087
1297,661,530.000,0.290635,18.63732,933.000,0.00010079
1298,597,500.000,0.290068,18.71000,928.900,0.00010071
1299,525,360.000,0.289569,18.31171,916.000,0.00010065
1300,983,1580.000,0.288635,18.80152,922.000,0.00010052
1301,649,720.000,0.288019,18.75642,918.100,0.00010044
1302,711,1080.000,0.287343,19.33170,914.900,0.00010035
1303,835,830.000,0.286550,19.61731,910.800,0.00010025
1304,617,650.000,0.285964,19.57402,910.000,0.00010017
1305,737,640.000,0.285264,19.20766,910.700,0.00010008
1306,445,520.000,0.284841,18.76710,906.500,0.00010002
1307,949,1030.000,0.283939,18.92575,904.400,0.00009991
1308,515,440.000,0.283450,19.15678,902.000,0.00009984
1309,897,2370.000,0.282598,19.39296,923.200,0.00009973
1310,887,1180.000,0.281755,17.88077,931.600,0.00009962
1311,563,450.000,0.281220,18.87221,928.900,0.00009955
1312,633,640.000,0.280619,19.11858,927.000,0.00009947
1313,873,1100.000,0.279790,18.95050,931.600,0.00009936
1314,703,830.000,0.279122,19.72136,924.700,0.00009927
1315,987,1140.000,0.278184,18.89687,929.400,0.00009915
1316,613,490.000,0.277602,18.93873,926.400,0.00009908
1317,697,850.000,0.276940,18.88320,930.700,0.00009899
1318,513,480.000,0.276452,18.87574,928.800,0.00009893
1319,613,1080.000,0.275870,19.62122,928.100,0.00009885
1320,595,650.000,0.275305,18.75414,921.200,0.00009878
1321,481,450.000,0.274848,19.12630,911.700,0.00009872
1322,793,1120.000,0.274095,19.05078,914.000,0.00009862
1323,723,920.000,0.273408,18.66817,910.600,0.00009853
1324,711,1120.000,0.272732,18.66414,912.800,0.00009844
1325,739,1310.000,0.272030,18.64278,911.300,0.00009835
1326,713,710.000,0.271353,18.52779,910.300,0.00009826
1327,689,1160.000,0.270698,18.74148,916.100,0.00009818
1328,759,1350.000,0.269977,19.07936,911.200,0.00009809
1329,537,400.000,0.269467,19.39372,896.600,0.00009802
1330,869,1140.000,0.268642,19.29754,903.300,0.00009791
1331,491,440.000,0.268175,18.45510,903.800,0.00009785
1332,731,1300.000,0.267481,19.71577,902.400,0.00009777
1333,657,770.000,0.266857,18.56660,904.600,0.00009769
1334,675,990.000,0.266215,18.80533,910.500,0.00009760
1335,425,410.000,0.265811,19.75072,906.700,0.00009755
1336,645,2190.000,0.265199,19.34202,923.800,0.00009747
1337,1011,1380.000,0.264238,19.16708,931.300,0.00009735
1338,485,460.000,0.263778,19.72819,931.100,0.00009729
1339,687,590.000,0.263125,18.63443,921.800,0.00009721
1340,525,560.000,0.262626,18.65591,922.800,0.00009714
1341,905,1620.000,0.261766,18.61515,930.500,0.00009703
1342,471,310.000,0.261319,19.17039,928.300,0.00009698
1343,603,550.000,0.260746,18.79508,929.700,0.00009690
1344,669,1040.000,0.260111,20.67277,935.800,0.00009682
1345,649,720.000,0.259494,19.13219,935.100,0.00009674
1346,1095,1140.000,0.258454,20.37379,932.700,0.00009661
1347,935,990.000,0.257566,19.63140,935.100,0.00009650
1348,703,770.000,0.256898,19.17596,936.100,0.00009641
1349,913,1410.000,0.256030,19.56882,941.400,0.00009630
1350,477,440.000,0.255577,19.89476,934.100,0.00009625
1351,945,1530.000,0.254679,19.06479,938.200,0.00009613
1352,1061,1220.000,0.253671,18.26676,929.500,0.00009600
1353,737,730.000,0.252971,19.75867,930.600,0.00009592
1354,763,970.000,0.252246,18.82489,934.400,0.00009582
1355,615,820.000,0.251662,19.18683,930.500,0.00009575
1356,677,1170.000,0.251019,19.20926,922.700,0.00009567
1357,447,510.000,0.250594,18.56609,917.800,0.00009562
1358,613,480.000,0.250012,20.15305,911.800,0.00009554
1359,449,430.000,0.249586,19.37637,907.300,0.00009549
1360,695,720.000,0.248925,18.16296,902.000,0.00009541
1361,615,450.000,0.248341,19.43062,900.000,0.00009533
1362,833,1490.000,0.247550,18.69346,890.800,0.00009523
1363,483,430.000,0.247091,18.95066,888.100,0.00009518
1364,649,600.000,0.246474,19.53431,887.800,0.00009510
1365,901,1760.000,0.245618,19.32441,896.100,0.00009499
1366,491,470.000,0.245152,19.24012,881.600,0.00009493
1367,661,660.000,0.244524,19.06203,872.800,0.00009486
1368,827,810.000,0.243738,18.97833,864.000,0.00009476
1369,921,830.000,0.242863,19.24511,867.300,0.00009465
1370,587,710.000,0.242306,19.21666,869.700,0.00009458
1371,817,560.000,0.241529,19.02412,870.400,0.00009448
1372,605,790.000,0.240955,19.11564,862.700,0.00009441
1373,625,630.000,0.240361,19.08496,864.300,0.00009434
1374,595,780.000,0.239796,19.31006,865.100,0.00009427
1375,743,960.000,0.239090,19.33910,869.900,0.00009418
1376,617,590.000,0.238504,19.76149,862.500,0.00009411
1377,669,2160.000,0.237868,19.47195,879.400,0.00009403
1378,959,1850.000,0.236957,19.78272,892.600,0.00009392
1379,577,690.000,0.236409,19.69894,888.200,0.00009385
1380,739,1160.000,0.235707,19.36414,891.300,0.00009376
1381,725,730.000,0.235018,19.29576,884.900,0.00009368
1382,625,580.000,0.234424,18.89659,886.100,0.00009360
1383,733,710.000,0.233728,19.59616,876.600,0.00009352
1384,685,980.000,0.233077,19.57382,872.100,0.00009344
1385,851,830.000,0.232269,19.29780,870.800,0.00009334
1386,853,2120.000,0.231459,19.18947,882.200,0.00009324
1387,503,410.000,0.230981,19.31606,875.500,0.00009318
1388,691,1390.000,0.230324,19.16357,881.200,0.00009310
1389,477,430.000,0.229871,18.92285,875.100,0.00009305
1390,533,680.000,0.229365,19.05773,877.800,0.00009298
1391,1023,1210.000,0.228393,19.29544,884.700,0.00009286
1392,807,1280.000,0.227626,19.21745,892.300,0.00009277
1393,1021,1080.000,0.226656,19.30350,899.000,0.00009265
1394,709,720.000,0.225983,19.55587,895.900,0.00009257
1395,909,720.000,0.225119,19.10776,896.600,0.00009246
1396,715,750.000,0.224440,19.41412,894.800,0.00009238
1397,839,580.000,0.223643,19.32005,895.300,0.00009229
1398,697,1080.000,0.222981,19.24007,901.100,0.00009220
1399,733,940.000,0.222284,19.43612,906.900,0.00009212
1400,747,990.000,0.221575,18.42320,901.000,0.00009203
1401,605,1220.000,0.221000,19.11367,906.000,0.00009197
1402,743,980.000,0.220294,18.92115,905.000,0.00009188
1403,581,550.000,0.219742,20.00560,902.200,0.00009181
1404,511,500.000,0.219257,19.13748,900.700,0.00009175
1405,745,1490.000,0.218549,19.06268,909.200,0.00009167
1406,675,1080.000,0.217908,19.26288,914.800,0.00009159
1407,631,620.000,0.217308,18.64670,910.700,0.00009152
1408,553,460.000,0.216783,18.88772,910.900,0.00009146
1409,643,940.000,0.216172,19.60025,896.600,0.00009138
1410,745,1570.000,0.215464,19.08438,900.500,0.00009130
1411,551,480.000,0.214941,19.25924,900.800,0.00009123
1412,813,880.000,0.214169,19.09000,903.200,0.00009114
1413,939,2060.000,0.213276,19.37078,912.800,0.00009104
1414,925,1730.000,0.212398,18.85945,921.800,0.00009093
1415,843,1860.000,0.211597,19.05831,929.000,0.00009083
1416,781,1410.000,0.210855,18.93559,938.200,0.00009075
1417,825,980.000,0.210071,19.01800,939.500,0.00009065
1418,819,1230.000,0.209293,18.45075,947.000,0.00009056
1419,1015,2100.000,0.208329,18.64400,957.200,0.00009044
1420,819,1140.000,0.207551,18.26858,962.100,0.00009035
1421,899,800.000,0.206697,18.81717,965.600,0.00009025
1422,707,1400.000,0.206025,19.15027,968.400,0.00009017
1423,553,950.000,0.205500,18.30864,968.700,0.00009011
1424,607,740.000,0.204923,18.28047,964.900,0.00009004
1425,935,1710.000,0.204035,18.52319,968.900,0.00008994
1426,627,920.000,0.203439,18.70358,971.000,0.00008986
1427,619,490.000,0.202851,18.69603,964.300,0.00008979
1428,565,560.000,0.202314,18.67827,956.400,0.00008973
1429,903,1480.000,0.201457,18.23111,967.200,0.00008963
1430,815,1200.000,0.200682,17.76035,967.800,0.00008954
1431,915,1280.000,0.199813,18.10549,976.200,0.00008944
1432,723,910.000,0.199126,18.82876,972.300,0.00008936
1433,481,1260.000,0.198669,17.67637,977.200,0.00008930
1434,827,870.000,0.197884,17.68669,976.000,0.00008921
1435,637,810.000,0.197279,17.71916,980.000,0.00008914
1436,587,800.000,0.196721,17.56623,966.100,0.00008907
1437,571,910.000,0.196178,17.73238,961.400,0.00008901
1438,669,750.000,0.195543,17.59703,964.300,0.00008894
1439,1063,1240.000,0.194533,17.85484,970.800,0.00008882
1440,613,730.000,0.193951,19.05741,972.500,0.00008875
1441,845,1090.000,0.193148,18.45632,967.200,0.00008866
1442,859,1020.000,0.192332,17.83133,974.300,0.00008856
1443,631,790.000,0.191732,17.94062,976.700,0.00008849
1444,707,1510.000,0.191061,17.95513,981.400,0.00008841
1445,943,1560.000,0.190165,18.31963,989.800,0.00008831
1446,667,640.000,0.189531,18.79352,984.800,0.00008823
1447,881,2320.000,0.188694,18.13011,998.100,0.00008814
1448,585,840.000,0.188139,18.17916,998.800,0.00008807
1449,761,1520.000,0.187416,18.21441,999.900,0.00008799
1450,911,1270.000,0.186550,19.09193,1008.200,0.00008789
1451,653,930.000,0.185930,18.88933,1002.200,0.00008782
1452,641,780.000,0.185321,18.83134,997.800,0.00008775
1453,897,1210.000,0.184469,18.85137,1002.600,0.00008765
1454,585,850.000,0.183913,18.57189,1001.400,0.00008758
1455,481,460.000,0.183456,18.94910,997.800,0.00008753
1456,773,1420.000,0.182722,19.08717,1000.300,0.00008745
1457,809,930.000,0.181953,19.23053,1004.500,0.00008736
1458,631,510.000,0.181354,18.49721,1004.800,0.00008729
1459,713,1390.000,0.180676,18.61378,1014.400,0.00008721
1460,1061,1070.000,0.179668,19.17140,1017.900,0.00008710
1461,751,1270.000,0.178955,19.09015,1026.100,0.00008702
1462,753,960.000,0.178240,19.05252,1020.800,0.00008693
1463,897,960.000,0.177387,19.19853,1026.100,0.00008684
1464,705,910.000,0.176718,18.85914,1029.200,0.00008676
1465,617,880.000,0.176132,18.99904,1020.400,0.00008669
1466,799,1030.000,0.175372,18.74462,1026.000,0.00008661
1467,1037,1140.000,0.174387,19.04104,1030.800,0.00008649
1468,925,1750.000,0.173509,18.89370,1040.200,0.00008639
1469,885,1700.000,0.172668,18.97355,1048.900,0.00008630
1470,529,510.000,0.172165,18.80367,1046.900,0.00008624
1471,399,410.000,0.171786,18.89410,1045.400,0.00008620
1472,829,1130.000,0.170999,19.10989,1048.800,0.00008611
1473,739,1490.000,0.170297,18.75087,1057.400,0.00008603
1474,503,640.000,0.169819,18.75437,1056.000,0.00008598
1475,637,640.000,0.169214,19.02846,1052.800,0.00008591
1476,729,850.000,0.168521,18.76003,1055.400,0.00008583
1477,803,1040.000,0.167758,18.96374,1044.200,0.00008574
1478,699,770.000,0.167094,18.78868,1033.400,0.00008567
1479,955,1370.000,0.166187,19.02931,1040.200,0.00008557
1480,757,870.000,0.165468,18.91575,1037.300,0.00008548
1481,895,1720.000,0.164618,18.73595,1047.200,0.00008539
1482,749,850.000,0.163906,18.61195,1049.900,0.00008531
1483,481,430.000,0.163449,18.85354,1047.100,0.00008526
1484,799,780.000,0.162690,18.92423,1045.100,0.00008517
1485,819,1060.000,0.161912,18.69724,1047.400,0.00008509
1486,579,830.000,0.161362,18.56328,1034.500,0.00008502
1487,789,1040.000,0.160612,18.58599,1040.800,0.00008494
1488,833,1270.000,0.159821,18.91604,1039.600,0.00008485
1489,827,1080.000,0.159035,19.18205,1046.100,0.00008476
1490,775,1070.000,0.158299,19.01533,1050.000,0.00008468
1491,671,1160.000,0.157662,18.60564,1049.500,0.00008461
1492,811,1630.000,0.156891,19.18474,1053.000,0.00008453
1493,669,760.000,0.156256,19.47145,1049.800,0.00008445
1494,759,820.000,0.155535,18.65096,1050.800,0.00008437
1495,785,800.000,0.154789,18.84752,1051.600,0.00008429
1496,639,680.000,0.154182,18.74853,1050.900,0.00008422
1497,765,1440.000,0.153455,18.95203,1059.500,0.00008414
1498,723,1530.000,0.152768,19.56802,1064.000,0.00008407
1499,645,730.000,0.152155,18.54633,1061.900,0.00008400
1500,633,780.000,0.151554,19.81421,1059.800,0.00008393
1501,1139,1080.000,0.150472,19.41354,1058.400,0.00008381
1502,907,1230.000,0.149610,18.67813,1060.900,0.00008372
1503,645,1040.000,0.148998,18.92193,1065.800,0.00008365
1504,621,1010.000,0.148408,19.09620,1070.900,0.00008359
1505,445,330.000,0.147985,18.78065,1059.300,0.00008354
1506,909,1040.000,0.147121,19.20379,1058.900,0.00008345
1507,637,900.000,0.146516,18.45746,1061.700,0.00008338
1508,855,1080.000,0.145704,18.82544,1067.900,0.00008329
1509,787,1460.000,0.144956,19.57171,1073.100,0.00008321
1510,873,1180.000,0.144127,19.42437,1069.200,0.00008312
1511,683,780.000,0.143478,19.20222,1072.200,0.00008305
1512,665,1010.000,0.142846,18.93550,1073.500,0.00008298
1513,1057,1480.000,0.141842,19.41125,1067.700,0.00008287
1514,825,940.000,0.141058,18.87677,1059.800,0.00008278
1515,689,1340.000,0.140404,19.35916,1054.600,0.00008271
1516,835,1320.000,0.139611,18.75923,1053.700,0.00008263
1517,825,1810.000,0.138827,19.36036,1062.000,0.00008254
1518,681,780.000,0.138180,18.96059,1057.500,0.00008247
1519,951,1400.000,0.137277,19.49296,1050.500,0.00008237
1520,895,1140.000,0.136426,19.35859,1050.500,0.00008228
1521,901,1430.000,0.135570,19.00714,1056.800,0.00008219
1522,691,1910.000,0.134914,19.57196,1061.900,0.00008212
1523,741,560.000,0.134210,19.82440,1058.000,0.00008204
1524,763,1400.000,0.133485,19.60086,1064.600,0.00008196
1525,773,1440.000,0.132751,19.52287,1061.900,0.00008188
1526,689,940.000,0.132096,19.53497,1062.100,0.00008181
1527,499,420.000,0.131622,19.35899,1061.400,0.00008176
1528,911,1540.000,0.130757,19.20949,1071.200,0.00008167
1529,1035,1580.000,0.129773,19.21309,1072.200,0.00008156
1530,731,1100.000,0.129079,19.39932,1071.200,0.00008149
1531,559,830.000,0.128548,19.48479,1066.700,0.00008143
1532,611,710.000,0.127967,19.38097,1064.700,0.00008137
1533,571,890.000,0.127425,19.20322,1061.000,0.00008131
1534,935,2370.000,0.126537,19.15261,1076.000,0.00008122
1535,639,780.000,0.125930,19.30945,1075.700,0.00008115
1536,865,1100.000,0.125108,19.54120,1078.700,0.00008106
1537,611,860.000,0.124528,19.13842,1078.200,0.00008100
1538,871,1580.000,0.123700,19.21372,1086.500,0.00008091
1539,729,820.000,0.123008,18.91722,1082.300,0.00008084
1540,847,1550.000,0.122203,19.24613,1090.500,0.00008075
1541,897,920.000,0.121351,18.89832,1088.800,0.00008066
1542,553,750.000,0.120825,19.09158,1086.100,0.00008061
1543,623,790.000,0.120234,19.12598,1086.100,0.00008055
1544,847,1000.000,0.119429,19.16685,1081.000,0.00008046
1545,781,1010.000,0.118687,19.39587,1075.500,0.00008038
1546,361,340.000,0.118344,19.27870,1072.500,0.00008035
1547,487,510.000,0.117881,19.12120,1054.400,0.00008030
1548,661,880.000,0.117253,19.09146,1054.800,0.00008023
1549,871,1540.000,0.116426,18.72569,1055.000,0.00008014
1550,929,2520.000,0.115543,19.08515,1067.500,0.00008005
1551,773,1520.000,0.114809,19.20666,1073.400,0.00007997
1552,787,1040.000,0.114061,19.45702,1076.000,0.00007989
1553,593,560.000,0.113498,18.96865,1069.500,0.00007983
1554,831,1020.000,0.112709,19.32957,1071.200,0.00007975
1555,587,710.000,0.112151,19.11103,1073.700,0.00007969
1556,649,630.000,0.111534,19.00941,1065.800,0.00007963
1557,889,1720.000,0.110690,19.42584,1073.700,0.00007954
1558,819,1080.000,0.109912,19.16068,1079.400,0.00007946
1559,649,1510.000,0.109295,18.95737,1080.600,0.00007939
1560,1087,1920.000,0.108263,19.25928,1089.100,0.00007929
1561,541,740.000,0.107749,19.26314,1083.800,0.00007923
1562,655,950.000,0.107126,19.01952,1083.700,0.00007917
1563,1235,2240.000,0.105953,19.39306,1096.500,0.00007905
1564,659,730.000,0.105327,19.15424,1094.700,0.00007898
1565,649,1400.000,0.104711,19.45454,1099.900,0.00007892
1566,585,720.000,0.104155,19.23589,1096.800,0.00007886
1567,821,1480.000,0.103375,19.17118,1100.200,0.00007878
1568,749,1000.000,0.102663,19.29145,1092.700,0.00007870
1569,613,1380.000,0.102081,19.14345,1089.500,0.00007864
1570,643,810.000,0.101470,19.24593,1092.500,0.00007858
1571,759,1170.000,0.100749,19.08257,1100.100,0.00007851
1572,593,1290.000,0.100186,19.02834,1101.700,0.00007845
1573,877,1250.000,0.099353,19.15013,1099.300,0.00007836
1574,631,900.000,0.098753,19.24262,1101.900,0.00007830
1575,821,1590.000,0.097973,19.27807,1111.400,0.00007822
1576,895,1280.000,0.097123,19.18848,1115.700,0.00007813
1577,787,710.000,0.096375,18.77594,1112.400,0.00007806
1578,577,700.000,0.095827,19.28138,1111.700,0.00007800
1579,703,800.000,0.095159,18.99648,1106.000,0.00007793
1580,669,1620.000,0.094524,19.29803,1113.500,0.00007787
1581,675,820.000,0.093882,18.99688,1104.500,0.00007780
1582,667,950.000,0.093249,18.79071,1105.500,0.00007774
1583,753,770.000,0.092533,18.96556,1108.900,0.00007766
1584,913,2510.000,0.091666,19.23420,1126.200,0.00007757
1585,689,800.000,0.091012,19.39310,1123.600,0.00007751
1586,671,1080.000,0.090374,19.10561,1126.100,0.00007744
1587,859,1030.000,0.089558,18.96947,1126.000,0.00007736
1588,789,1780.000,0.088808,19.10732,1131.100,0.00007728
1589,793,2540.000,0.088055,18.97055,1145.700,0.00007721
1590,725,1090.000,0.087366,19.09537,1145.900,0.00007714
1591,649,1180.000,0.086750,19.43704,1146.100,0.00007707
1592,641,1060.000,0.086141,19.61410,1140.400,0.00007701
1593,709,1790.000,0.085467,19.38713,1150.700,0.00007694
1594,613,700.000,0.084885,19.43391,1149.500,0.00007688
1595,629,1110.000,0.084287,19.43450,1152.600,0.00007682
1596,689,930.000,0.083633,19.29255,1155.100,0.00007676
1597,597,590.000,0.083066,19.33615,1146.600,0.00007670
1598,909,1410.000,0.082202,19.37016,1145.400,0.00007661
1599,621,950.000,0.081612,19.40178,1147.600,0.00007655
1600,569,850.000,0.081072,19.27197,1148.300,0.00007650
1601,723,910.000,0.080385,19.35692,1146.600,0.00007643
1602,645,990.000,0.079772,19.41880,1144.200,0.00007637
1603,599,950.000,0.079203,19.42466,1143.300,0.00007631
1604,737,1000.000,0.078503,19.15414,1143.200,0.00007624
1605,1293,1620.000,0.077275,19.54851,1156.100,0.00007612
1606,683,1140.000,0.076626,19.49098,1157.100,0.00007605
1607,687,1380.000,0.075973,19.45751,1161.900,0.00007599
1608,791,1140.000,0.075222,19.52076,1162.500,0.00007591
1609,777,1190.000,0.074483,19.50676,1159.800,0.00007584
1610,997,1670.000,0.073536,19.37093,1164.700,0.00007575
1611,913,4050.000,0.072669,19.50902,1197.400,0.00007566
1612,825,1380.000,0.071885,19.39322,1201.100,0.00007558
1613,703,1490.000,0.071217,19.41700,1201.200,0.00007551
1614,997,930.000,0.070270,19.68878,1201.100,0.00007542
1615,809,1180.000,0.069502,19.66394,1199.500,0.00007534
1616,865,1030.000,0.068680,19.56483,1196.600,0.00007526
1617,499,680.000,0.068206,19.60212,1185.300,0.00007522
1618,779,1710.000,0.067466,19.98031,1194.600,0.00007514
1619,927,2100.000,0.066585,19.75201,1201.600,0.00007506
1620,681,1170.000,0.065938,19.46448,1201.900,0.00007499
1621,709,930.000,0.065265,19.65504,1196.900,0.00007493
1622,697,1080.000,0.064602,19.37035,1188.600,0.00007486
1623,851,830.000,0.063794,19.42228,1191.300,0.00007478
1624,831,1910.000,0.063005,20.06976,1196.400,0.00007470
1625,515,790.000,0.062515,19.42348,1189.900,0.00007466
1626,641,930.000,0.061906,19.63361,1189.800,0.00007459
1627,897,1610.000,0.061054,19.96823,1201.700,0.00007451
1628,959,1300.000,0.060143,19.93846,1199.300,0.00007442
1629,543,970.000,0.059627,20.04563,1193.200,0.00007437
1630,393,690.000,0.059254,19.39622,1189.100,0.00007434
1631,645,790.000,0.058641,19.51740,1188.700,0.00007428
1632,917,1160.000,0.057770,19.33918,1193.200,0.00007419
1633,461,480.000,0.057332,19.40379,1189.100,0.00007415
1634,1159,1700.000,0.056231,20.19849,1182.400,0.00007404
1635,581,770.000,0.055679,20.03720,1182.300,0.00007399
1636,681,990.000,0.055032,20.05906,1181.200,0.00007392
1637,765,1820.000,0.054305,19.78367,1190.800,0.00007385
1638,859,1520.000,0.053489,19.44704,1190.200,0.00007377
1639,737,1620.000,0.052789,20.01804,1198.200,0.00007371
1640,887,1680.000,0.051947,20.03831,1199.500,0.00007362
1641,599,1020.000,0.051377,19.95895,1200.500,0.00007357
1642,607,810.000,0.050801,19.37102,1201.100,0.00007351
1643,701,1320.000,0.050135,20.29796,1206.400,0.00007345
1644,593,1090.000,0.050000,19.96277,1207.300,0.00007339
1645,841,1550.000,0.050000,19.82416,1212.700,0.00007332
1646,909,1680.000,0.050000,20.89996,1226.100,0.00007323
1647,841,1250.000,0.050000,20.71701,1233.500,0.00007316
1648,841,1530.000,0.050000,20.53957,1240.000,0.00007308
1649,935,1510.000,0.050000,19.90457,1239.700,0.00007299
1650,939,1690.000,0.050000,20.09545,1231.400,0.00007291
1651,735,1540.000,0.050000,20.12965,1231.600,0.00007284
1652,1013,1850.000,0.050000,19.63429,1239.700,0.00007275
1653,971,870.000,0.050000,20.04159,1242.800,0.00007266
1654,553,760.000,0.050000,20.16972,1240.200,0.00007261
1655,733,980.000,0.050000,19.80193,1242.900,0.00007255
1656,691,1340.000,0.050000,19.87495,1250.000,0.00007248
1657,807,1690.000,0.050000,20.23716,1249.700,0.00007241
1658,889,1720.000,0.050000,20.11273,1256.100,0.00007233
1659,655,1480.000,0.050000,20.05337,1255.800,0.00007227
1660,873,2570.000,0.050000,19.99229,1262.300,0.00007219
1661,725,1550.000,0.050000,20.07990,1270.400,0.00007213
1662,805,1560.000,0.050000,20.54223,1276.500,0.00007205
1663,617,880.000,0.050000,20.53192,1262.900,0.00007200
1664,799,1770.000,0.050000,19.98680,1273.300,0.00007193
1665,797,1230.000,0.050000,19.82292,1271.600,0.00007185
1666,583,1390.000,0.050000,19.75602,1278.300,0.00007180
1667,793,1940.000,0.050000,19.81180,1282.900,0.00007173
1668,1293,1750.000,0.050000,19.83871,1290.400,0.00007161
1669,1103,1890.000,0.050000,20.47645,1295.500,0.00007152
1670,665,1370.000,0.050000,19.75024,1301.100,0.00007146
1671,783,950.000,0.050000,19.75241,1298.900,0.00007139
1672,1119,960.000,0.050000,20.28044,1295.600,0.00007129
1673,619,860.000,0.050000,20.62841,1291.700,0.00007123
1674,849,1040.000,0.050000,20.54082,1293.100,0.00007116
1675,757,1300.000,0.050000,19.95131,1290.200,0.00007109
1676,505,740.000,0.050000,20.43226,1284.800,0.00007104
1677,851,1680.000,0.050000,20.65495,1294.500,0.00007097
1678,759,1460.000,0.050000,20.20223,1302.100,0.00007090
1679,905,1470.000,0.050000,20.47352,1308.800,0.00007082
1680,921,1670.000,0.050000,20.31719,1309.300,0.00007074
1681,633,1190.000,0.050000,20.36481,1313.000,0.00007068
1682,977,2140.000,0.050000,20.13978,1324.900,0.00007060
1683,683,2320.000,0.050000,20.38778,1340.400,0.00007054
1684,673,740.000,0.050000,19.62284,1322.700,0.00007048
1685,871,1100.000,0.050000,20.17902,1325.700,0.00007040
1686,841,1270.000,0.050000,19.65210,1327.600,0.00007033
1687,871,1340.000,0.050000,20.65282,1330.700,0.00007025
1688,637,860.000,0.050000,19.62506,1321.500,0.00007019
1689,847,1010.000,0.050000,20.23061,1306.200,0.00007012
1690,529,790.000,0.050000,19.60627,1303.200,0.00007007
1691,803,2480.000,0.050000,19.46980,1316.200,0.00007000
1692,809,1850.000,0.050000,19.42941,1324.100,0.00006993
1693,681,850.000,0.050000,19.63666,1314.700,0.00006987
1694,695,1100.000,0.050000,19.62587,1318.700,0.00006981
1695,551,710.000,0.050000,20.60395,1314.700,0.00006976
1696,739,1340.000,0.050000,19.74091,1318.800,0.00006970
1697,789,990.000,0.050000,20.38819,1322.800,0.00006963
1698,949,860.000,0.050000,20.61718,1317.300,0.00006955
1699,767,1600.000,0.050000,20.49388,1323.800,0.00006948
1700,889,1550.000,0.050000,20.68698,1330.800,0.00006940
1701,617,1010.000,0.050000,20.67488,1331.800,0.00006935
1702,735,1270.000,0.050000,20.66797,1334.600,0.00006929
1703,855,910.000,0.050000,19.65799,1334.200,0.00006921
1704,721,1260.000,0.050000,20.61316,1336.800,0.00006915
1705,641,770.000,0.050000,19.93542,1328.300,0.00006910
1706,753,2260.000,0.050000,20.71908,1339.500,0.00006903
1707,735,1010.000,0.050000,19.94956,1335.800,0.00006897
1708,575,820.000,0.050000,20.27751,1332.600,0.00006892
1709,845,1450.000,0.050000,20.95401,1335.200,0.00006885
1710,655,1680.000,0.050000,21.00902,1335.300,0.00006879
1711,633,940.000,0.050000,20.94725,1304.200,0.00006873
1712,863,2640.000,0.050000,21.12191,1316.800,0.00006866
1713,709,1150.000,0.050000,21.03724,1313.400,0.00006860
1714,791,940.000,0.050000,20.95884,1313.500,0.00006853
1715,669,2390.000,0.050000,21.20873,1325.600,0.00006847
1716,761,1200.000,0.050000,20.90029,1327.300,0.00006841
1717,767,1290.000,0.050000,20.89716,1333.400,0.00006834
1718,661,1670.000,0.050000,20.53097,1333.000,0.00006829
1719,639,1140.000,0.050000,20.90426,1323.400,0.00006823
1720,565,700.000,0.050000,20.22191,1318.700,0.00006818
1721,1105,2360.000,0.050000,21.07362,1333.000,0.00006809
1722,931,1060.000,0.050000,21.03028,1332.800,0.00006801
1723,529,730.000,0.050000,20.88265,1331.800,0.00006797
1724,637,1120.000,0.050000,21.15273,1323.900,0.00006791
1725,767,1090.000,0.050000,20.86150,1326.900,0.00006785
1726,723,1160.000,0.050000,20.46046,1329.200,0.00006779
1727,955,2300.000,0.050000,21.12934,1336.100,0.00006771
1728,781,1670.000,0.050000,21.05467,1339.800,0.00006764
1729,753,920.000,0.050000,20.99532,1339.300,0.00006758
1730,1017,1730.000,0.050000,20.55894,1349.700,0.00006749
1731,753,1150.000,0.050000,20.55610,1353.300,0.00006743
1732,849,2720.000,0.050000,20.44161,1368.900,0.00006735
1733,773,1420.000,0.050000,21.29544,1378.300,0.00006729
1734,753,1130.000,0.050000,20.54995,1372.600,0.00006723
1735,829,1430.000,0.050000,20.68200,1379.200,0.00006716
1736,813,1680.000,0.050000,20.76985,1386.100,0.00006709
1737,729,920.000,0.050000,20.74631,1377.100,0.00006703
1738,517,710.000,0.050000,20.37527,1369.000,0.00006698
1739,703,1170.000,0.050000,20.58408,1364.500,0.00006693
1740,581,730.000,0.050000,20.59406,1355.000,0.00006688
1741,1093,1600.000,0.050000,21.33411,1360.800,0.00006679
1742,565,890.000,0.050000,21.46399,1361.600,0.00006674
1743,545,690.000,0.050000,20.62529,1355.300,0.00006669
1744,749,1400.000,0.050000,20.98459,1358.400,0.00006663
1745,537,600.000,0.050000,21.25001,1348.900,0.00006659
1746,725,1010.000,0.050000,20.41234,1342.200,0.00006653
1747,569,670.000,0.050000,20.33680,1336.400,0.00006648
1748,855,1720.000,0.050000,21.21838,1338.300,0.00006641
1749,617,720.000,0.050000,20.74383,1330.400,0.00006636
1750,801,1610.000,0.050000,21.15512,1329.600,0.00006629
1751,583,830.000,0.050000,20.48951,1322.500,0.00006624
1752,675,850.000,0.050000,20.34707,1312.500,0.00006619
1753,559,660.000,0.050000,20.51866,1310.400,0.00006614
1754,703,1120.000,0.050000,21.08293,1314.000,0.00006608
1755,529,780.000,0.050000,20.71079,1312.000,0.00006604
1756,669,1540.000,0.050000,20.64318,1314.000,0.00006598
